gene,n_mutated,n_controls,dead_mutated,dead_control,odds_ratio,p_value,risk_diff,q_value_BY,passed_screening
SDK2,12,955,3,130,2.1153846153846154,0.2213189810954577,0.11387434554973822,0.03281302244589281,True
SDR16C5,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
SELL,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
SELENOP,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
SEL1L3,9,958,3,130,3.1846153846153844,0.11436712764382075,0.197633959638135,0.03281302244589281,True
SEL1L2,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
SECISBP2L,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
SEC61A1,6,961,3,130,6.392307692307693,0.03714176199125719,0.3647242455775234,0.03281302244589281,True
SEC31B,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
SEC31A,11,956,2,131,1.3994910941475827,0.6544728231558026,0.04478889311525294,0.03281302244589281,True
SEC24D,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
SEC24C,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
SEC24B,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
SEC24A,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
SEC23B,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
SEC16B,11,956,0,133,0.0,0.3780510816804445,-0.13912133891213388,0.03281302244589281,True
SEC16A,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
SFSWAP,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
SPEF2,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
SGIP1,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
SGSM1,12,955,1,132,0.5668044077134986,1.0,-0.05488656195462478,0.03281302244589281,True
SLC13A3,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
SLC13A1,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
SLC12A7,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
SLC12A6,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
SLC12A5,11,956,0,133,0.0,0.3780510816804445,-0.13912133891213388,0.03281302244589281,True
SLC12A2,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
SLC15A1,7,960,3,130,4.788461538461538,0.058560349864904916,0.29315476190476186,0.03281302244589281,True
SLC11A1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
SLAMF1,5,962,3,130,9.6,0.020628915664281298,0.46486486486486484,0.03281302244589281,True
SKOR1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
SKIL,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
SIRPG,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
SIRPB1,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
SIRPA,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
SLC10A3,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
SIPA1L3,10,957,0,133,0.0,0.3735941385672879,-0.13897596656217345,0.03281302244589281,True
SLC16A1,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
SLC17A6,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
SLC25A12,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
SLC24A4,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
SLC24A3,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
SLC24A1,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
SLC22A7,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
SLC22A6,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
SLC16A2,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
SLC22A25,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
SLC22A16,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
SLC20A2,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
SLC1A7,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
SLC1A6,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
SLC18A3,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
SLC17A7,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
SLC22A2,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
SIPA1L2,12,955,0,133,0.0,0.3888545559811644,-0.13926701570680627,0.03281302244589281,True
SIPA1L1,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
SIN3B,7,960,4,129,8.589147286821705,0.008583644826393578,0.4370535714285714,0.03281302244589281,True
SHE,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
SHCBP1L,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
SHC4,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
SHANK2,8,959,3,130,3.8261538461538462,0.08448576560363265,0.23944212721584984,0.03281302244589281,True
SHANK1,15,952,2,131,0.9641808573106283,1.0,-0.004271708683473402,0.03281302244589281,True
SH3RF1,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
SHMT2,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
SH3PXD2B,8,959,3,130,3.8261538461538462,0.08448576560363265,0.23944212721584984,0.03281302244589281,True
SH3KBP1,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
SH3D19,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
SH3BP4,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
SH2B1,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
SGSM3,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
SGSM2,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
SH3PXD2A,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
SHOC1,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
SHOC2,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
SHPRH,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
SIN3A,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
SIMC1,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
SIM1,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
SIK3,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
SIGLEC9,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
SIGLEC8,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
SIGLEC7,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
SIGLEC6,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
SIGLEC10,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
SIGLEC1,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
SIDT2,8,959,2,131,2.1068702290076335,0.3032355838978343,0.11339937434827946,0.03281302244589281,True
SI,19,948,5,128,2.2879464285714284,0.1655630708170611,0.1281367976904286,0.03281302244589281,True
SHROOM4,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
SHROOM3,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
SHROOM2,16,951,4,129,2.124031007751938,0.258569091800409,0.11435331230283913,0.03281302244589281,True
SGK2,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TNPO3,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
SPEG,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
SPG11,11,956,1,132,0.6242424242424243,1.0,-0.04716622289844047,0.03281302244589281,True
TFB2M,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TFAP4,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TFAP2A,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
TF,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TEX55,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
TEX15,25,942,6,127,2.026523000414422,0.13965879381291432,0.10518046709129511,0.03281302244589281,True
TFDP1,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
TEX14,9,958,3,130,3.1846153846153844,0.11436712764382075,0.197633959638135,0.03281302244589281,True
TET3,10,957,2,131,1.5763358778625953,0.6356258862370281,0.06311389759665623,0.03281302244589281,True
TET2,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
TET1,10,957,0,133,0.0,0.3735941385672879,-0.13897596656217345,0.03281302244589281,True
TERT,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TEP1,18,949,3,130,1.26,0.7268815402965058,0.02968036529680365,0.03281302244589281,True
TENM4,12,955,4,129,3.201550387596899,0.06980748262988491,0.1982547993019197,0.03281302244589281,True
TEX11,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TENM3,15,952,1,132,0.44372294372294374,0.707619043785257,-0.07198879551820729,0.03281302244589281,True
TFDP2,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TFIP11,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
THBS1,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
THAP5,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
THAP12,9,958,2,131,1.8037077426390404,0.35719799997040946,0.08547900719090698,0.03281302244589281,True
THADA,16,951,3,130,1.457396449704142,0.47314559187957606,0.0508017875920084,0.03281302244589281,True
TGS1,13,954,3,130,1.9015384615384616,0.4047884454161699,0.09450088695371717,0.03281302244589281,True
TGM7,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TFE3,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TGM5,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TGM1,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TGFBRAP1,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
TGFBR3,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TGFBR2,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TGFBI,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
TG,24,943,4,129,1.262015503875969,0.5602875376737357,0.02986921173559562,0.03281302244589281,True
TGM2,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
THBS2,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
TENM2,18,949,0,133,0.0,0.15625778458074063,-0.14014752370916755,0.03281302244589281,True
TEKT5,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TBX3,35,932,3,130,0.5783653846153847,0.4616088487043773,-0.053770692826486804,0.03281302244589281,True
TBX22,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TBX20,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TBX19,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TBX18,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TBL1XR1,10,957,4,129,4.27906976744186,0.036887687865295414,0.2652037617554859,0.03281302244589281,True
TBXAS1,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TBL1X,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TBCD,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TBCC,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TBC1D8B,10,957,0,133,0.0,0.3735941385672879,-0.13897596656217345,0.03281302244589281,True
TBC1D8,13,954,2,131,1.142262317834837,0.696681665992265,0.016529592001290117,0.03281302244589281,True
TBC1D5,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TBC1D4,16,951,2,131,0.8942202835332607,1.0,-0.012749737118822296,0.03281302244589281,True
TBCE,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TENM1,23,944,4,129,1.3300693594451245,0.5438025359496639,0.03726050110537951,0.03281302244589281,True
TC2N,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
TCF12,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TEK,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
TECTA,12,955,2,131,1.2580152671755724,0.6751071962119222,0.02949389179755671,0.03281302244589281,True
TECPR2,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TEC,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
TDRKH,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TDRD6,13,954,1,132,0.5189393939393939,1.0,-0.061441702951136906,0.03281302244589281,True
TCERG1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TDRD5,9,958,3,130,3.1846153846153844,0.11436712764382075,0.197633959638135,0.03281302244589281,True
TCP11L2,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TCHHL1,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
TCHH,22,945,3,130,0.9898785425101214,1.0,-0.001202501202501205,0.03281302244589281,True
TCF7L2,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
TCF4,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
TCF20,9,958,2,131,1.8037077426390404,0.35719799997040946,0.08547900719090698,0.03281302244589281,True
TDRD1,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
THBS4,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
THEMIS,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
THNSL1,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TMEM74,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
TMEM71,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TMEM68,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TMEM67,9,958,2,131,1.8037077426390404,0.35719799997040946,0.08547900719090698,0.03281302244589281,True
TMEM63A,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TMEM59L,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TMEM87B,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TMEM214,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TMEM145,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TMEM132E,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TMEM132D,15,952,3,130,1.5807692307692307,0.4478303370186944,0.06344537815126053,0.03281302244589281,True
TMEM132B,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
TMEM131L,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TMEM131,11,956,1,132,0.6242424242424243,1.0,-0.04716622289844047,0.03281302244589281,True
TMEM185A,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TMCO3,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TMEM94,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
TMPO,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TNNI3,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TNN,14,953,4,129,2.5550387596899227,0.1136185473266292,0.1503522710238345,0.03281302244589281,True
TNKS2,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TNKS1BP1,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
TNKS,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TNIK,10,957,1,132,0.6944444444444444,1.0,-0.03793103448275861,0.03281302244589281,True
TMF1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TNFAIP3,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
TMTC4,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TMTC2,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TMTC1,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TMPRSS7,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TMPRSS6,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TMPRSS15,12,955,1,132,0.5668044077134986,1.0,-0.05488656195462478,0.03281302244589281,True
TNC,12,955,1,132,0.5668044077134986,1.0,-0.05488656195462478,0.03281302244589281,True
TMCC3,10,957,1,132,0.6944444444444444,1.0,-0.03793103448275861,0.03281302244589281,True
TMCC1,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TMC5,8,959,3,130,3.8261538461538462,0.08448576560363265,0.23944212721584984,0.03281302244589281,True
TINAG,9,958,2,131,1.8037077426390404,0.35719799997040946,0.08547900719090698,0.03281302244589281,True
TIMELESS,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TIGD2,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TIGAR,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TICRR,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
TIAM2,11,956,2,131,1.3994910941475827,0.6544728231558026,0.04478889311525294,0.03281302244589281,True
TJP1,13,954,1,132,0.5189393939393939,1.0,-0.061441702951136906,0.03281302244589281,True
TIAM1,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
THSD7B,18,949,4,129,1.8161683277962348,0.29477314741913685,0.08628966163212737,0.03281302244589281,True
THSD7A,18,949,4,129,1.8161683277962348,0.29477314741913685,0.08628966163212737,0.03281302244589281,True
THSD4,10,957,2,131,1.5763358778625953,0.6356258862370281,0.06311389759665623,0.03281302244589281,True
THRAP3,9,958,2,131,1.8037077426390404,0.35719799997040946,0.08547900719090698,0.03281302244589281,True
THOC2,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
THOC1,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
TIA1,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TJP3,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
TKFC,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TLE3,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TMC3,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TMC2,10,957,1,132,0.6944444444444444,1.0,-0.03793103448275861,0.03281302244589281,True
TM9SF2,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TM7SF3,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TLR8,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
TLR7,13,954,3,130,1.9015384615384616,0.4047884454161699,0.09450088695371717,0.03281302244589281,True
TLR5,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TLR4,16,951,2,131,0.8942202835332607,1.0,-0.012749737118822296,0.03281302244589281,True
TLR3,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
TLN2,10,957,2,131,1.5763358778625953,0.6356258862370281,0.06311389759665623,0.03281302244589281,True
TLN1,21,946,3,130,1.0461538461538462,1.0,0.005436424041075194,0.03281302244589281,True
TLL2,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TLL1,9,958,2,131,1.8037077426390404,0.35719799997040946,0.08547900719090698,0.03281302244589281,True
TLK2,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
TLE6,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TBC1D32,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TBC1D31,10,957,3,130,2.7263736263736265,0.14757260183461732,0.16415882967607104,0.03281302244589281,True
TBC1D2B,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TBC1D25,11,956,2,131,1.3994910941475827,0.6544728231558026,0.04478889311525294,0.03281302244589281,True
STAT2,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
STARD8,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
STARD7,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
STAP1,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
STAMBPL1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
STAG3,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
STAT3,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
STAG2,15,952,3,130,1.5807692307692307,0.4478303370186944,0.06344537815126053,0.03281302244589281,True
STAB2,14,953,3,130,1.7265734265734265,0.42476639123835447,0.07787438165192623,0.03281302244589281,True
STAB1,10,957,3,130,2.7263736263736265,0.14757260183461732,0.16415882967607104,0.03281302244589281,True
ST8SIA2,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
ST6GALNAC1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
ST3GAL3,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
ST18,13,954,1,132,0.5189393939393939,1.0,-0.061441702951136906,0.03281302244589281,True
STAG1,13,954,2,131,1.142262317834837,0.696681665992265,0.016529592001290117,0.03281302244589281,True
SSTR4,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
STAT4,13,954,3,130,1.9015384615384616,0.4047884454161699,0.09450088695371717,0.03281302244589281,True
STAT5B,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
SUCO,13,954,2,131,1.142262317834837,0.696681665992265,0.016529592001290117,0.03281302244589281,True
STYXL2,11,956,0,133,0.0,0.3780510816804445,-0.13912133891213388,0.03281302244589281,True
STXBP5,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
STXBP3,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
STXBP2,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
STRIP1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
STAT5A,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
STRA6,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
STON2,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
STON1,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
STK31,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
STK11IP,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
STK10,8,959,2,131,2.1068702290076335,0.3032355838978343,0.11339937434827946,0.03281302244589281,True
STAT6,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
STOX1,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
SSRP1,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
SSH3,8,959,2,131,2.1068702290076335,0.3032355838978343,0.11339937434827946,0.03281302244589281,True
SSH2,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
SPTB,18,949,4,129,1.8161683277962348,0.29477314741913685,0.08628966163212737,0.03281302244589281,True
SPTAN1,12,955,2,131,1.2580152671755724,0.6751071962119222,0.02949389179755671,0.03281302244589281,True
SPTA1,46,921,9,124,1.5634263295553619,0.26926019672915097,0.061015908983618944,0.03281302244589281,True
SPRY3,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
SPRED1,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
SPPL3,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
SPTBN1,8,959,2,131,2.1068702290076335,0.3032355838978343,0.11339937434827946,0.03281302244589281,True
SPOUT1,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
SPON1,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
SPINK5,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
SPIDR,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
SPICE1,8,959,2,131,2.1068702290076335,0.3032355838978343,0.11339937434827946,0.03281302244589281,True
SPHKAP,22,945,4,129,1.4056847545219637,0.5289362854760143,0.04531024531024533,0.03281302244589281,True
